outing,frame,iso,shutter_s,focal_mm,aperture,sharpness,brightness,published,master
100D3100,DSC_0008,3200,0.002,75.0,4.5,107.0,36.5,0,0
100D3100,DSC_0009,2800,0.002,75.0,4.5,136.8,51.9,0,0
100D3100,DSC_0010,3200,0.002,75.0,4.5,154.3,92.9,0,0
100D3100,DSC_0011,2000,0.002,240.0,5.6,62.3,117.3,0,0
100D3100,DSC_0012,1400,0.002,240.0,5.6,57.9,79.1,0,0
100D3100,DSC_0013,1100,0.002,122.0,4.8,77.6,125.9,0,0
100D3100,DSC_0014,2500,0.002,75.0,4.5,150.3,109.8,0,0
100D3100,DSC_0015,3200,0.002,75.0,4.5,311.9,143.7,0,0
100D3100,DSC_0016,1600,0.002,240.0,5.6,94.7,78.6,0,0
100D3100,DSC_0017,3200,0.06666666666666667,240.0,32.0,50.4,76.8,0,0
100D3100,DSC_0018,3200,0.04,75.0,32.0,409.0,102.4,0,0
100D3100,DSC_0019,3200,0.05,75.0,32.0,315.5,109.1,0,0
100D3100,DSC_0020,2500,0.00125,75.0,4.5,47.5,98.1,0,0
100D3100,DSC_0021,2200,0.00125,75.0,4.5,44.0,87.8,0,0
100D3100,DSC_0022,3200,0.001,75.0,4.5,41.1,96.3,0,0
100D3100,DSC_0023,2200,0.00125,75.0,4.5,41.3,90.3,0,0
100D3100,DSC_0024,1800,0.0015625,75.0,4.5,44.7,89.0,0,0
100D3100,DSC_0025,1400,0.002,75.0,4.5,45.8,88.7,0,0
100D3100,DSC_0026,1250,0.0025,75.0,4.5,43.3,96.8,0,0
100D3100,DSC_0027,1000,0.003125,75.0,4.5,39.0,99.2,0,0
100D3100,DSC_0028,3200,0.03333333333333333,240.0,40.0,56.5,123.1,0,0
100D3100,DSC_0029,3200,0.04,240.0,40.0,144.4,127.3,0,0
100D3100,DSC_0030,2800,0.03333333333333333,180.0,36.0,79.1,121.4,0,0
100D3100,DSC_0031,3200,0.03333333333333333,170.0,36.0,102.6,131.7,0,0
100D3100,DSC_0032,2200,0.03333333333333333,98.0,36.0,248.5,115.2,0,0
100D3100,DSC_0033,2000,0.03333333333333333,98.0,36.0,249.6,113.0,0,0
100D3100,DSC_0034,3200,0.04,85.0,32.0,158.1,131.5,0,0
100D3100,DSC_0035,280,0.01,75.0,4.5,87.6,108.1,0,0
100D3100,DSC_0036,400,0.01,75.0,4.5,243.0,66.6,0,0
100D3100,DSC_0037,400,0.01,75.0,4.5,225.2,37.1,0,0
100D3100,DSC_0038,220,0.01,75.0,4.5,303.5,90.3,0,0
100D3100,DSC_0039,250,0.01,240.0,5.6,99.1,80.2,0,0
100D3100,DSC_0040,250,0.01,98.0,4.8,767.4,105.8,0,0
100D3100,DSC_0041,200,0.01,200.0,5.3,127.7,72.3,0,0
100D3100,DSC_0042,220,0.01,75.0,4.5,506.8,103.3,0,0
100D3100,DSC_0043,125,0.01,75.0,4.5,277.0,90.7,0,0
100D3100,DSC_0044,160,0.01,75.0,4.5,39.6,71.8,0,0
100D3100,DSC_0045,250,0.01,75.0,4.5,356.3,104.1,0,0
100D3100,DSC_0046,125,0.01,75.0,4.5,48.4,98.3,0,0
100D3100,DSC_0047,220,0.01,75.0,4.5,524.9,115.6,0,0
100D3100,DSC_0048,180,0.01,75.0,4.5,618.7,95.4,0,0
100D3100,DSC_0049,220,0.01,75.0,4.5,544.9,102.3,0,0
100D3100,DSC_0050,220,0.01,75.0,4.5,429.2,95.2,0,0
100D3100,DSC_0051,400,0.01,240.0,5.6,172.6,93.6,0,0
100D3100,DSC_0052,110,0.01,135.0,4.8,36.7,69.7,0,0
100D3100,DSC_0053,100,0.01,210.0,5.6,153.7,64.0,0,0
100D3100,DSC_0054,100,0.01,116.0,4.8,274.2,71.4,0,0
100D3100,DSC_0055,125,0.01,75.0,4.5,718.8,78.4,0,0
100D3100,DSC_0056,250,0.01,155.0,5.0,953.3,101.2,0,0
100D3100,DSC_0057,110,0.01,105.0,4.8,505.9,75.5,0,0
100D3100,DSC_0058,110,0.01,75.0,4.5,412.8,84.2,0,0
100D3100,DSC_0059,160,0.01,240.0,5.6,151.3,40.6,0,0
100D3100,DSC_0060,320,0.005,240.0,5.6,134.2,40.7,0,0
100D3100,DSC_0061,2200,0.0025,240.0,11.0,226.3,52.7,0,0
100D3100,DSC_0062,2800,0.002,240.0,11.0,206.3,52.4,0,0
100D3100,DSC_0063,3200,0.002,240.0,11.0,255.8,60.5,0,0
100D3100,DSC_0064,1100,0.00125,240.0,5.6,160.9,34.6,0,0
100D3100,DSC_0065,100,0.02,240.0,5.6,88.1,47.0,0,0
100D3100,DSC_0066,100,0.02,75.0,5.6,156.3,133.9,0,0
100D3100,DSC_0067,200,0.03333333333333333,135.0,9.0,143.7,87.3,0,0
100D3100,DSC_0068,110,0.03333333333333333,98.0,9.0,148.5,92.1,0,0
100D3100,DSC_0069,280,0.03333333333333333,85.0,9.0,190.0,103.9,0,0
100D3100,DSC_0070,140,0.03333333333333333,240.0,9.0,172.6,74.1,0,0
100D3100,DSC_0071,125,0.03333333333333333,240.0,9.0,239.6,63.3,0,0
100D3100,DSC_0072,110,0.03333333333333333,240.0,9.0,113.2,61.6,0,0
100D3100,DSC_0073,125,0.03333333333333333,240.0,9.0,96.9,63.1,0,0
100D3100,DSC_0074,100,0.03333333333333333,75.0,9.0,291.0,89.8,0,0
100D3100,DSC_0075,180,0.03333333333333333,240.0,9.0,20.4,85.2,0,0
100D3100,DSC_0076,2000,0.00125,240.0,5.6,48.5,66.0,0,0
100D3100,DSC_0077,1400,0.00125,105.0,4.8,718.2,93.9,0,0
100D3100,DSC_0078,100,0.016666666666666666,116.0,4.8,98.7,79.7,0,0
100D3100,DSC_0079,100,0.025,240.0,5.6,9.5,51.9,0,0
100D3100,DSC_0080,100,0.025,92.0,4.5,1342.0,97.2,0,0
100D3100,DSC_0081,100,0.025,80.0,4.5,440.1,107.9,0,0
100D3100,DSC_0082,100,0.025,75.0,4.5,461.7,111.7,0,0
100D3100,DSC_0083,100,0.03333333333333333,145.0,4.8,398.7,89.8,0,0
100D3100,DSC_0084,100,0.025,240.0,5.6,50.5,54.3,0,0
100D3100,DSC_0085,100,0.02,122.0,4.8,291.1,90.8,0,0
100D3100,DSC_0086,200,0.03333333333333333,75.0,4.5,55.9,100.9,0,0
100D3100,DSC_0087,200,0.03333333333333333,75.0,4.5,66.3,94.3,0,0
100D3100,DSC_0088,360,0.016666666666666666,75.0,4.5,63.5,94.4,0,0
100D3100,DSC_0089,140,0.016666666666666666,75.0,4.5,466.2,115.8,0,0
100D3100,DSC_0090,140,0.016666666666666666,220.0,5.6,44.4,59.0,0,0
100D3100,DSC_0091,110,0.016666666666666666,180.0,5.0,99.2,64.4,0,0
100D3100,DSC_0092,900,0.016666666666666666,75.0,4.5,55.1,116.4,0,0
100D3100,DSC_0093,900,0.016666666666666666,75.0,4.5,126.3,109.7,0,0
100D3100,DSC_0094,500,0.016666666666666666,75.0,4.5,37.2,109.3,0,0
100D3100,DSC_0095,180,0.016666666666666666,75.0,4.5,481.4,99.4,0,0
100D3100,DSC_0096,100,0.016666666666666666,75.0,4.5,241.7,91.2,0,0
100D3100,DSC_0097,125,0.016666666666666666,240.0,5.6,7.0,38.2,0,0
100D3100,DSC_0098,100,0.016666666666666666,98.0,7.1,78.6,145.4,0,0
100D3100,DSC_0099,125,0.016666666666666666,75.0,4.5,651.8,88.4,0,0
100D3100,DSC_0100,110,0.016666666666666666,75.0,4.5,410.7,71.1,0,0
100D3100,DSC_0101,110,0.016666666666666666,75.0,4.5,161.6,76.2,0,0
100D3100,DSC_0102,110,0.016666666666666666,75.0,4.5,97.4,72.1,0,0
100D3100,DSC_0103,160,0.016666666666666666,75.0,4.5,84.1,97.2,0,0
100D3100,DSC_0104,125,0.016666666666666666,75.0,4.5,247.4,81.6,0,0
100D3100,DSC_0105,140,0.016666666666666666,75.0,4.5,142.6,88.4,0,0
100D3100,DSC_0106,110,0.016666666666666666,75.0,4.5,106.4,82.4,0,0
100D3100,DSC_0107,100,0.016666666666666666,75.0,4.5,145.6,75.8,0,0
100D3100,DSC_0108,100,0.016666666666666666,98.0,4.8,318.7,84.3,0,0
100D3100,DSC_0109,2000,0.03333333333333333,122.0,36.0,93.2,119.1,0,0
100D3100,DSC_0110,2000,0.03333333333333333,122.0,36.0,111.1,116.0,0,0
100D3100,DSC_0111,1800,0.03333333333333333,75.0,32.0,392.2,109.4,0,0
100D3100,DSC_0112,2200,0.03333333333333333,75.0,32.0,109.1,112.6,0,0
100D3100,DSC_0113,1250,0.03333333333333333,75.0,32.0,336.9,115.7,0,0
100D3100,DSC_0114,2800,0.03333333333333333,75.0,32.0,95.9,139.9,0,0
100D3100,DSC_0115,2200,0.03333333333333333,75.0,32.0,100.8,119.0,0,0
100D3100,DSC_0116,2000,0.03333333333333333,75.0,32.0,721.7,112.0,0,0
100D3100,DSC_0117,2500,0.03333333333333333,75.0,32.0,149.6,122.2,0,0
100D3100,DSC_0118,2500,0.03333333333333333,75.0,32.0,159.0,129.6,0,0
100D3100,DSC_0119,110,0.016666666666666666,75.0,4.5,229.9,110.4,0,0
100D3100,DSC_0120,220,0.016666666666666666,75.0,4.5,420.0,113.1,0,0
100D3100,DSC_0121,220,0.016666666666666666,75.0,4.5,155.1,105.6,0,0
100D3100,DSC_0122,125,0.016666666666666666,75.0,4.5,118.1,87.6,0,0
100D3100,DSC_0123,100,0.016666666666666666,75.0,5.6,532.4,88.1,0,0
100D3100,DSC_0124,100,0.016666666666666666,75.0,5.0,270.0,90.2,0,0
100D3100,DSC_0125,100,0.016666666666666666,75.0,5.0,350.8,92.1,0,0
100D3100,DSC_0126,100,0.016666666666666666,75.0,4.5,473.3,89.8,0,0
100D3100,DSC_0127,360,0.016666666666666666,92.0,4.5,789.3,100.4,0,0
100D3100,DSC_0128,110,0.016666666666666666,75.0,4.5,140.6,79.3,0,0
100D3100,DSC_0129,100,0.016666666666666666,75.0,5.6,75.7,86.8,0,0
100D3100,DSC_0130,100,0.016666666666666666,135.0,7.1,121.0,111.0,0,0
100D3100,DSC_0131,110,0.016666666666666666,190.0,5.3,13.3,87.4,0,0
100D3100,DSC_0132,220,0.016666666666666666,75.0,4.5,57.9,80.5,0,0
100D3100,DSC_0133,140,0.016666666666666666,240.0,5.6,28.7,89.5,0,0
100D3100,DSC_0134,100,0.016666666666666666,75.0,9.0,447.0,79.2,0,0
100D3100,DSC_0135,220,0.016666666666666666,80.0,9.0,1004.9,95.0,0,0
100D3100,DSC_0136,280,0.016666666666666666,116.0,9.0,128.8,126.7,0,0
100D3100,DSC_0137,200,0.016666666666666666,122.0,9.0,70.3,104.9,0,0
100D3100,DSC_0138,360,0.016666666666666666,75.0,9.0,332.4,128.3,0,0
100D3100,DSC_0139,320,0.016666666666666666,92.0,9.0,1248.3,120.0,0,0
100D3100,DSC_0140,500,0.016666666666666666,75.0,9.0,528.8,125.0,0,0
100D3100,DSC_0141,560,0.016666666666666666,80.0,9.0,967.1,133.6,0,0
100D3100,DSC_0142,280,0.016666666666666666,75.0,9.0,978.6,95.4,0,0
100D3100,DSC_0143,250,0.016666666666666666,145.0,9.0,535.1,92.9,0,0
100D3100,DSC_0144,250,0.016666666666666666,145.0,9.0,376.5,90.0,0,0
100D3100,DSC_0145,180,0.016666666666666666,240.0,9.0,51.3,74.9,0,0
100D3100,DSC_0146,200,0.016666666666666666,122.0,9.0,194.9,76.6,0,0
100D3100,DSC_0147,250,0.016666666666666666,98.0,9.0,148.6,94.5,0,0
100D3100,DSC_0148,110,0.016666666666666666,170.0,9.0,17.9,101.4,0,0
100D3100,DSC_0149,250,0.016666666666666666,75.0,9.0,383.0,103.5,0,0
100D3100,DSC_0150,250,0.016666666666666666,75.0,9.0,257.9,100.5,0,0
100D3100,DSC_0151,450,0.016666666666666666,75.0,9.0,100.9,134.6,0,0
100D3100,DSC_0152,220,0.016666666666666666,135.0,9.0,147.3,89.9,0,0
100D3100,DSC_0153,200,0.016666666666666666,98.0,9.0,211.0,88.3,0,0
100D3100,DSC_0154,500,0.016666666666666666,92.0,9.0,123.5,106.2,0,0
100D3100,DSC_0155,320,0.016666666666666666,75.0,9.0,621.5,102.5,0,0
100D3100,DSC_0156,250,0.016666666666666666,75.0,9.0,208.4,115.5,0,0
100D3100,DSC_0157,560,0.016666666666666666,75.0,9.0,486.8,125.7,0,0
100D3100,DSC_0158,450,0.016666666666666666,122.0,9.0,53.3,96.4,0,0
100D3100,DSC_0159,500,0.016666666666666666,98.0,9.0,120.3,120.4,0,0
100D3100,DSC_0160,500,0.016666666666666666,85.0,9.0,590.9,122.6,0,0
100D3100,DSC_0161,500,0.016666666666666666,85.0,9.0,436.9,123.5,0,0
100D3100,DSC_0162,450,0.016666666666666666,85.0,9.0,108.2,118.7,0,0
100D3100,DSC_0163,110,0.016666666666666666,85.0,9.0,140.5,57.4,0,0
100D3100,DSC_0164,110,0.016666666666666666,75.0,9.0,77.5,56.5,0,0
100D3100,DSC_0165,100,0.016666666666666666,98.0,9.0,17.2,63.8,0,0
100D3100,DSC_0166,100,0.016666666666666666,98.0,9.0,30.6,63.3,0,0
100D3100,DSC_0167,200,0.016666666666666666,75.0,9.0,297.5,78.4,0,0
100D3100,DSC_0168,160,0.016666666666666666,135.0,9.0,112.2,79.0,0,0
100D3100,DSC_0169,200,0.016666666666666666,75.0,9.0,575.6,79.3,0,0
100D3100,DSC_0170,250,0.016666666666666666,75.0,9.0,346.5,89.6,0,0
100D3100,DSC_0171,220,0.016666666666666666,75.0,9.0,371.7,83.9,0,0
100D3100,DSC_0172,180,0.016666666666666666,75.0,9.0,397.5,64.3,0,0
100D3100,DSC_0173,900,0.016666666666666666,75.0,9.0,1976.9,98.5,0,0
100D3100,DSC_0174,140,0.016666666666666666,75.0,9.0,133.7,114.3,0,0
100D3100,DSC_0175,220,0.016666666666666666,75.0,9.0,81.9,146.0,0,0
100D3100,DSC_0176,180,0.016666666666666666,75.0,9.0,254.6,125.8,0,0
100D3100,DSC_0177,160,0.016666666666666666,105.0,9.0,106.5,124.7,0,0
100D3100,DSC_0178,140,0.016666666666666666,122.0,9.0,65.6,119.8,0,0
100D3100,DSC_0179,160,0.016666666666666666,105.0,9.0,91.7,126.6,0,0
100D3100,DSC_0180,140,0.016666666666666666,80.0,9.0,117.3,120.0,0,0
100D3100,DSC_0181,160,0.016666666666666666,85.0,9.0,158.6,126.5,0,0
100D3100,DSC_0182,100,0.00125,50.0,1.8,801.2,64.5,0,0
100D3100,DSC_0183,280,0.01,50.0,11.0,2720.8,69.0,0,0
100D3100,DSC_0184,280,0.01,50.0,11.0,3107.6,72.3,0,0
100D3100,DSC_0185,200,0.01,50.0,11.0,2336.9,86.5,0,0
100D3100,DSC_0186,220,0.01,50.0,11.0,3430.5,86.5,0,0
100D3100,DSC_0187,220,0.01,50.0,11.0,2727.3,65.4,0,0
100D3100,DSC_0188,220,0.01,50.0,11.0,2633.6,66.7,0,0
100D3100,DSC_0189,180,0.01,50.0,11.0,3985.4,87.9,0,0
100D3100,DSC_0190,160,0.01,50.0,11.0,1403.4,86.1,0,0
100D3100,DSC_0191,280,0.01,50.0,11.0,2794.2,78.9,0,0
100D3100,DSC_0192,250,0.01,50.0,11.0,5624.7,82.1,0,0
100D3100,DSC_0193,200,0.01,50.0,11.0,4685.5,83.0,0,0
100D3100,DSC_0194,220,0.01,50.0,11.0,4965.9,96.9,0,0
100D3100,DSC_0195,160,0.01,50.0,11.0,3119.1,90.2,0,0
100D3100,DSC_0196,140,0.01,50.0,11.0,3181.3,90.4,0,0
100D3100,DSC_0197,320,0.01,50.0,11.0,2816.0,74.2,0,0
100D3100,DSC_0198,320,0.01,50.0,11.0,4602.2,76.7,0,0
100D3100,DSC_0199,320,0.01,50.0,11.0,5039.7,78.8,0,0
100D3100,DSC_0200,250,0.01,50.0,11.0,3825.5,72.6,0,0
100D3100,DSC_0201,360,0.01,50.0,11.0,6757.6,76.3,0,0
100D3100,DSC_0202,280,0.01,50.0,11.0,3141.5,82.1,0,0
100D3100,DSC_0203,320,0.01,50.0,11.0,4573.9,85.6,0,0
100D3100,DSC_0204,400,0.01,50.0,11.0,2962.2,82.1,0,0
100D3100,DSC_0205,250,0.01,50.0,11.0,5350.5,81.1,0,0
100D3100,DSC_0206,220,0.01,50.0,11.0,1947.9,79.2,0,0
100D3100,DSC_0207,200,0.01,50.0,11.0,1005.3,77.9,0,0
100D3100,DSC_0208,320,0.01,50.0,11.0,1660.9,88.4,0,0
100D3100,DSC_0209,280,0.01,50.0,11.0,2448.1,95.3,0,0
100D3100,DSC_0210,110,0.01,50.0,11.0,879.0,76.2,0,0
100D3100,DSC_0211,110,0.01,50.0,11.0,1061.4,76.2,0,0
100D3100,DSC_0212,100,0.0003125,50.0,1.8,652.5,81.0,0,0
100D3100,DSC_0213,100,0.0003125,50.0,1.8,608.2,80.8,0,0
100D3100,DSC_0214,100,0.0003125,50.0,1.8,497.7,85.9,0,0
100D3100,DSC_0215,100,0.0003125,50.0,1.8,511.1,85.4,0,0
100D3100,DSC_0216,100,0.00025,50.0,1.8,527.4,98.9,0,0
100D3100,DSC_0217,100,0.00025,50.0,1.8,451.9,99.2,0,0
100D3100,DSC_0218,100,0.0003125,50.0,1.8,825.5,111.8,0,0
100D3100,DSC_0219,100,0.0003125,50.0,1.8,796.5,107.0,0,0
100D3100,DSC_0220,100,0.0003125,50.0,1.8,1116.6,120.2,0,0
100D3100,DSC_0221,100,0.0003125,50.0,1.8,1055.6,112.2,0,0
100D3100,DSC_0222,100,0.0003125,50.0,1.8,1145.6,119.4,0,0
100D3100,DSC_0223,100,0.0003125,50.0,1.8,1111.0,116.7,0,0
100D3100,DSC_0224,100,0.0003125,50.0,1.8,862.2,113.9,0,0
100D3100,DSC_0225,100,0.0003125,50.0,1.8,817.5,112.7,0,0
100D3100,DSC_0226,100,0.00125,50.0,1.8,786.3,103.1,0,0
100D3100,DSC_0227,100,0.0015625,50.0,1.8,743.6,103.3,0,0
100D3100,DSC_0228,200,0.01,50.0,7.1,1889.3,93.7,0,0
100D3100,DSC_0229,200,0.01,50.0,7.1,1842.9,93.9,0,0
100D3100,DSC_0230,200,0.01,50.0,7.1,2128.9,96.4,0,0
100D3100,DSC_0231,200,0.01,50.0,7.1,1625.8,99.4,0,0
100D3100,DSC_0232,100,0.01,50.0,7.1,5621.3,146.4,0,0
100D3100,DSC_0233,100,0.01,50.0,7.1,2296.5,150.9,0,0
100D3100,DSC_0234,100,0.01,50.0,7.1,4505.8,153.9,0,0
100D3100,DSC_0235,100,0.01,50.0,7.1,3101.1,156.3,0,0
100D3100,DSC_0236,100,0.01,50.0,7.1,2829.4,157.1,0,0
100D3100,DSC_0237,100,0.01,50.0,7.1,3335.0,157.5,0,0
100D3100,DSC_0238,100,0.01,50.0,7.1,4100.9,157.7,0,0
100D3100,DSC_0239,100,0.01,50.0,1.8,124.8,236.5,0,0
100D3100,DSC_0240,100,0.01,50.0,1.8,178.0,234.9,0,0
100D3100,DSC_0241,100,0.01,50.0,1.8,157.5,243.3,0,0
100D3100,DSC_0242,100,0.01,50.0,1.8,63.7,236.7,0,0
100D3100,DSC_0243,100,0.01,50.0,1.8,96.6,242.5,0,0
100D3100,DSC_0244,100,0.01,50.0,1.8,200.2,240.4,0,0
100D3100,DSC_0245,100,0.01,50.0,1.8,232.3,233.0,0,0
100D3100,DSC_0246,100,0.01,50.0,1.8,42.3,238.9,0,0
100D3100,DSC_0247,100,0.01,50.0,1.8,22.6,243.3,0,0
100D3100,DSC_0248,100,0.01,50.0,1.8,9.3,246.1,0,0
100D3100,DSC_0249,100,0.01,50.0,1.8,6.3,247.2,0,0
100D3100,DSC_0250,100,0.0005,50.0,2.8,76.1,92.1,0,0
100D3100,DSC_0251,100,0.00625,50.0,2.8,20.8,125.3,0,0
100D3100,DSC_0252,100,0.0125,50.0,4.0,65.1,113.7,0,0
100D3100,DSC_0253,100,0.0125,50.0,4.0,18.9,114.8,0,0
100D3100,DSC_0254,125,0.00625,50.0,4.0,108.9,96.4,0,0
100D3100,DSC_0255,360,0.002,50.0,4.0,485.4,93.7,0,0
100D3100,DSC_0256,140,0.002,50.0,4.0,80.1,99.1,0,0
100D3100,DSC_0257,140,0.002,50.0,4.0,86.8,96.0,0,0
100D3100,DSC_0258,125,0.002,50.0,4.0,194.0,94.7,0,0
100D3100,DSC_0259,125,0.002,50.0,4.0,93.4,119.1,0,0
100D3100,DSC_0260,125,0.002,50.0,4.0,64.9,107.1,0,0
100D3100,DSC_0261,125,0.002,50.0,4.0,50.7,114.1,0,0
100D3100,DSC_0262,100,0.0008,50.0,1.8,22.0,128.2,0,0
100D3100,DSC_0263,100,0.0008,50.0,1.8,25.3,127.0,0,0
100D3100,DSC_0264,1400,0.002,50.0,4.0,65.4,125.0,0,0
100D3100,DSC_0265,1250,0.002,50.0,4.0,44.8,130.6,0,0
100D3100,DSC_0266,2500,0.002,50.0,4.0,86.0,138.1,0,0
100D3100,DSC_0267,2000,0.002,50.0,4.0,92.4,131.1,0,0
100D3100,DSC_0268,140,0.002,50.0,4.0,64.6,99.3,0,0
100D3100,DSC_0269,140,0.002,50.0,4.0,64.0,96.4,0,0
100D3100,DSC_0270,250,0.002,50.0,4.0,1362.2,87.0,0,0
100D3100,DSC_0271,160,0.002,50.0,4.0,1086.4,82.3,0,0
100D3100,DSC_0272,250,0.002,50.0,4.0,1177.1,104.2,0,0
100D3100,DSC_0273,200,0.002,50.0,4.0,981.5,85.4,0,0
100D3100,DSC_0274,250,0.002,50.0,4.0,1332.3,87.1,0,0
100D3100,DSC_0275,560,0.03333333333333333,50.0,10.0,183.6,123.0,0,0
100D3100,DSC_0276,3200,0.002,50.0,10.0,834.6,69.3,0,0
100D3100,DSC_0277,100,0.01,50.0,4.0,2319.9,112.5,0,0
100D3100,DSC_0278,100,0.01,50.0,3.5,3084.0,111.5,0,0
100D3100,DSC_0279,100,0.01,50.0,2.8,963.3,111.7,0,0
100D3100,DSC_0280,100,0.01,50.0,2.8,1696.2,109.9,0,0
100D3100,DSC_0281,100,0.01,50.0,2.5,1756.4,121.1,0,0
100D3100,DSC_0282,100,0.01,50.0,4.0,3574.8,90.9,0,0
100D3100,DSC_0283,100,0.01,50.0,9.0,506.5,123.5,0,0
100D3100,DSC_0284,100,0.01,50.0,10.0,725.8,111.9,0,0
100D3100,DSC_0285,100,0.0015625,50.0,1.8,106.0,120.9,0,0
100D3100,DSC_0286,100,0.002,50.0,1.8,37.4,126.4,0,0
100D3100,DSC_0287,100,0.0003125,50.0,1.8,305.2,124.1,0,0
100D3100,DSC_0288,100,0.0003125,50.0,1.8,344.1,113.5,0,0
100D3100,DSC_0289,100,0.0004,50.0,1.8,321.3,125.8,0,0
100D3100,DSC_0290,100,0.0003125,50.0,1.8,373.7,103.1,0,0
100D3100,DSC_0291,100,0.000625,50.0,1.8,1648.3,120.0,0,0
100D3100,DSC_0292,100,0.0015625,50.0,1.8,3086.8,73.7,0,0
100D3100,DSC_0293,100,0.0015625,50.0,1.8,3251.5,81.4,0,0
100D3100,DSC_0294,100,0.0015625,50.0,1.8,2626.9,77.6,0,0
100D3100,DSC_0295,100,0.0008,50.0,1.8,3730.7,75.9,0,0
100D3100,DSC_0296,100,0.0008,50.0,1.8,4339.0,83.0,0,0
100D3100,DSC_0297,100,0.0008,50.0,1.8,3692.4,74.7,0,0
100D3100,DSC_0298,100,0.0008,50.0,1.8,2954.2,70.5,0,0
100D3100,DSC_0299,100,0.004,50.0,1.8,115.5,103.3,0,0
100D3100,DSC_0300,100,0.005,50.0,1.8,165.7,107.9,0,0
100D3100,DSC_0301,100,0.005,50.0,1.8,149.5,106.4,0,0
100D3100,DSC_0302,100,0.002,50.0,1.8,44.4,94.5,0,0
100D3100,DSC_0303,100,0.002,50.0,1.8,49.7,97.3,0,0
100D3100,DSC_0304,140,0.002,50.0,1.8,13.3,103.4,0,0
100D3100,DSC_0305,125,0.002,50.0,1.8,14.8,95.6,0,0
100D3100,DSC_0306,125,0.002,50.0,1.8,12.7,95.7,0,0
100D3100,DSC_0307,140,0.002,50.0,1.8,10.4,102.0,0,0
100D3100,DSC_0308,140,0.002,50.0,1.8,11.7,103.1,0,0
100D3100,DSC_0309,250,0.002,50.0,1.8,170.7,117.3,0,0
100D3100,DSC_0310,250,0.002,50.0,1.8,201.6,120.9,0,0
100D3100,DSC_0311,250,0.002,50.0,1.8,217.5,118.4,0,0
100D3100,DSC_0312,250,0.002,50.0,1.8,215.8,117.0,0,0
100D3100,DSC_0313,250,0.002,50.0,1.8,303.2,116.4,0,0
100D3100,DSC_0314,280,0.002,50.0,1.8,265.8,122.9,0,0
100D3100,DSC_0315,200,0.002,50.0,1.8,2380.3,90.4,0,0
100D3100,DSC_0316,180,0.002,50.0,1.8,3269.7,92.1,0,0
100D3100,DSC_0317,140,0.002,50.0,1.8,474.4,80.0,0,0
100D3100,DSC_0318,110,0.002,50.0,1.8,324.2,69.1,0,0
100D3100,DSC_0319,110,0.002,50.0,1.8,635.0,73.1,0,0
100D3100,DSC_0320,160,0.002,50.0,1.8,637.0,79.8,0,0
100D3100,DSC_0321,160,0.002,50.0,1.8,295.3,94.6,0,0
100D3100,DSC_0322,125,0.002,50.0,1.8,1670.9,63.7,0,0
100D3100,DSC_0323,180,0.002,50.0,1.8,1188.4,73.0,0,0
100D3100,DSC_0324,125,0.002,50.0,1.8,2946.4,72.9,0,0
100D3100,DSC_0325,125,0.002,50.0,1.8,686.5,80.4,0,0
100D3100,DSC_0326,200,0.002,50.0,1.8,271.5,82.3,0,0
100D3100,DSC_0327,180,0.002,50.0,1.8,323.2,75.2,0,0
100D3100,DSC_0328,200,0.002,50.0,1.8,290.2,82.7,0,0
100D3100,DSC_0329,220,0.002,50.0,1.8,687.9,90.6,0,0
100D3100,DSC_0330,280,0.002,50.0,1.8,1782.6,78.1,0,0
100D3100,DSC_0331,100,0.002,50.0,2.5,4421.8,73.5,0,0
100D3100,DSC_0332,100,0.002,50.0,2.8,4569.0,72.6,0,0
100D3100,DSC_0333,100,0.002,50.0,2.5,4171.5,75.8,0,0
100D3100,DSC_0334,100,0.002,50.0,2.0,1005.7,109.7,0,0
100D3100,DSC_0335,100,0.002,50.0,2.8,2625.3,72.0,0,0
100D3100,DSC_0336,100,0.002,50.0,2.8,3058.3,71.5,0,0
100D3100,DSC_0337,100,0.002,50.0,3.2,4575.5,57.9,0,0
100D3100,DSC_0338,100,0.002,50.0,2.8,5080.2,59.9,0,0
100D3100,DSC_0339,100,0.002,50.0,2.8,4353.0,61.8,0,0
100D3100,DSC_0340,320,0.002,50.0,1.8,1615.7,73.4,0,0
100D3100,DSC_0341,320,0.002,50.0,1.8,1856.7,82.4,0,0
100D3100,DSC_0342,100,0.002,50.0,2.2,59.8,125.2,0,0
100D3100,DSC_0343,100,0.002,50.0,2.0,25.0,126.5,0,0
100D3100,DSC_0344,100,0.002,50.0,6.3,933.7,142.1,0,0
100D3100,DSC_0345,100,0.002,50.0,5.6,1277.7,102.7,0,0
100D3100,DSC_0346,100,0.002,50.0,5.0,1951.5,157.0,0,0
101D3100,DSC_0183,360,0.008,50.0,4.5,106.4,101.6,0,0
101D3100,DSC_0184,400,0.008,50.0,4.5,150.1,105.0,0,0
101D3100,DSC_0185,360,0.008,50.0,4.5,65.5,105.0,0,0
101D3100,DSC_0186,400,0.008,50.0,4.5,163.9,100.8,0,0
101D3100,DSC_0690,100,0.008,50.0,1.8,734.7,225.9,0,0
101D3100,DSC_0691,100,0.008,50.0,1.8,892.6,225.2,0,0
101D3100,DSC_1117,180,0.01,70.0,2.8,10.7,134.1,0,0
101D3100,DSC_1118,180,0.01,70.0,2.8,13.0,132.0,0,0
