outing,frame,iso,shutter_s,focal_mm,aperture,sharpness,brightness,published,master
106KIL24,_DSC5612,1100,0.0008,50.0,16.0,114.1,103.6,0,0
106KIL24,_DSC5613,800,0.0008,50.0,16.0,135.2,102.8,0,0
106KIL24,_DSC5614,800,0.0008,50.0,16.0,109.5,114.2,0,0
106KIL24,_DSC5615,900,0.0008,50.0,16.0,98.3,110.7,0,0
106KIL24,_DSC5616,1250,0.0008,50.0,16.0,217.5,109.7,0,0
106KIL24,_DSC5617,1250,0.0008,50.0,16.0,200.7,111.3,0,0
106KIL24,_DSC5618,1600,0.0008,50.0,16.0,767.9,121.1,0,0
106KIL24,_DSC5619,720,0.0008,50.0,16.0,1229.8,88.3,0,0
106KIL24,_DSC5620,720,0.0008,50.0,16.0,1005.9,82.4,0,0
106KIL24,_DSC5621,720,0.0008,50.0,16.0,1199.2,86.3,0,0
106KIL24,_DSC5622,720,0.0008,50.0,16.0,1025.1,80.3,0,0
106KIL24,_DSC5623,720,0.0008,50.0,16.0,1071.0,83.1,0,0
106KIL24,_DSC5624,720,0.0008,50.0,16.0,1064.2,81.5,0,0
106KIL24,_DSC5625,1000,0.0008,50.0,16.0,817.4,76.2,0,0
106KIL24,_DSC5626,1000,0.0008,50.0,16.0,805.5,76.1,0,0
106KIL24,_DSC5627,1000,0.0008,50.0,16.0,823.2,78.9,0,0
106KIL24,_DSC5628,800,0.0008,50.0,16.0,694.7,83.5,0,0
106KIL24,_DSC5629,800,0.0008,50.0,16.0,712.6,82.7,0,0
106KIL24,_DSC5630,800,0.0008,50.0,16.0,740.9,78.3,0,0
106KIL24,_DSC5631,900,0.0008,50.0,16.0,786.1,81.1,0,0
106KIL24,_DSC5632,900,0.0008,50.0,16.0,795.2,82.2,0,0
106KIL24,_DSC5633,720,0.0008,50.0,16.0,63.5,117.1,0,0
106KIL24,_DSC5634,720,0.0008,50.0,16.0,62.5,116.8,0,0
106KIL24,_DSC5635,720,0.0008,50.0,16.0,61.3,121.2,0,0
106KIL24,_DSC5636,1600,0.000625,50.0,16.0,344.2,111.1,0,0
106KIL24,_DSC5637,1600,0.000625,50.0,16.0,350.8,107.2,0,0
106KIL24,_DSC5638,1600,0.000625,50.0,16.0,303.1,106.2,0,0
106KIL24,_DSC5639,1600,0.000625,50.0,16.0,319.7,108.4,0,0
106KIL24,_DSC5640,1600,0.000625,50.0,16.0,327.4,106.0,0,0
106KIL24,_DSC5641,2000,0.000625,50.0,16.0,368.7,108.7,0,0
106KIL24,_DSC5642,560,0.000625,50.0,16.0,128.9,116.4,0,0
106KIL24,_DSC5643,560,0.000625,50.0,16.0,126.9,112.7,0,0
106KIL24,_DSC5644,560,0.000625,50.0,16.0,124.8,113.3,0,0
106KIL24,_DSC5645,500,0.000625,50.0,16.0,165.4,108.4,0,0
106KIL24,_DSC5646,500,0.000625,50.0,16.0,162.7,107.8,0,0
106KIL24,_DSC5647,500,0.000625,50.0,16.0,162.8,108.7,0,0
106KIL24,_DSC5648,500,0.000625,50.0,16.0,162.2,109.2,0,0
106KIL24,_DSC5649,500,0.000625,50.0,16.0,154.9,109.8,0,0
106KIL24,_DSC5650,560,0.000625,50.0,16.0,177.2,112.8,0,0
106KIL24,_DSC5651,560,0.000625,50.0,16.0,175.3,112.9,0,0
106KIL24,_DSC5652,560,0.000625,50.0,16.0,172.4,110.0,0,0
106KIL24,_DSC5653,560,0.000625,50.0,16.0,176.1,112.6,0,0
106KIL24,_DSC5654,560,0.000625,50.0,16.0,175.5,108.8,0,0
106KIL24,_DSC5655,500,0.000625,50.0,16.0,166.6,103.4,0,0
106KIL24,_DSC5656,500,0.000625,50.0,16.0,163.7,107.0,0,0
106KIL24,_DSC5657,500,0.000625,50.0,16.0,167.2,106.3,0,0
106KIL24,_DSC5658,500,0.000625,50.0,16.0,173.8,113.8,0,0
106KIL24,_DSC5659,1100,0.000625,50.0,16.0,940.9,96.9,0,0
106KIL24,_DSC5660,1100,0.000625,50.0,16.0,1074.0,100.0,0,0
106KIL24,_DSC5661,1100,0.000625,50.0,16.0,927.1,96.9,0,0
106KIL24,_DSC5662,1100,0.000625,50.0,16.0,907.3,94.7,0,0
106KIL24,_DSC5663,560,0.000625,50.0,16.0,166.1,113.3,0,0
106KIL24,_DSC5664,560,0.000625,50.0,16.0,162.9,110.5,0,0
106KIL24,_DSC5665,560,0.000625,50.0,16.0,167.4,114.0,0,0
106KIL24,_DSC5666,560,0.000625,50.0,16.0,163.3,111.3,0,0
106KIL24,_DSC5667,1100,0.000625,50.0,16.0,801.1,101.5,0,0
106KIL24,_DSC5668,1100,0.000625,50.0,16.0,683.5,102.8,0,0
106KIL24,_DSC5669,1100,0.000625,50.0,16.0,674.8,103.1,0,0
106KIL24,_DSC5670,1100,0.000625,50.0,16.0,753.1,105.7,0,0
106KIL24,_DSC5671,500,0.000625,50.0,16.0,174.9,105.8,0,0
106KIL24,_DSC5672,500,0.000625,50.0,16.0,176.9,107.6,0,0
106KIL24,_DSC5673,500,0.000625,50.0,16.0,173.9,105.5,0,0
107FARML,DSC_7692,1400,0.0008,32.0,22.0,139.4,86.0,0,0
107FARML,DSC_7693,1600,0.0008,70.0,22.0,182.7,94.8,0,0
107FARML,DSC_7694,1600,0.0008,70.0,22.0,190.8,90.8,0,0
107FARML,DSC_7695,720,0.00125,46.0,22.0,178.6,87.5,0,0
107FARML,DSC_7696,1000,0.00125,46.0,22.0,241.5,90.1,0,0
107FARML,DSC_7697,800,0.00125,21.0,22.0,219.4,82.8,0,0
107FARML,DSC_7698,800,0.00125,21.0,22.0,222.5,82.1,0,0
107FARML,DSC_7699,900,0.00125,21.0,22.0,240.3,80.3,0,0
107FARML,DSC_7700,900,0.00125,21.0,22.0,239.4,80.5,0,0
107FARML,DSC_7701,900,0.00125,18.0,22.0,253.1,80.5,0,0
107FARML,DSC_7702,800,0.00125,38.0,22.0,273.3,90.7,0,0
107FARML,DSC_7703,1000,0.00125,18.0,22.0,297.8,80.2,0,0
107FARML,DSC_7704,720,0.00125,35.0,22.0,173.5,90.1,0,0
107FARML,DSC_7705,720,0.00125,35.0,22.0,185.9,90.1,0,0
107FARML,DSC_7706,720,0.00125,35.0,22.0,168.7,86.8,0,0
107FARML,DSC_7707,500,0.00125,70.0,22.0,28.4,97.8,0,0
107FARML,DSC_7708,500,0.00125,70.0,22.0,29.9,95.8,0,0
107FARML,DSC_7709,560,0.00125,70.0,22.0,32.9,99.4,0,0
107FARML,DSC_7710,500,0.00125,100.0,22.0,21.6,104.7,0,0
107FARML,DSC_7711,500,0.00125,100.0,22.0,20.3,105.5,0,0
107FARML,DSC_7712,450,0.00125,100.0,22.0,18.7,101.4,0,0
107FARML,DSC_7713,500,0.00125,100.0,22.0,27.0,102.3,0,0
107FARML,DSC_7714,500,0.00125,100.0,22.0,18.9,104.7,0,0
107FARML,DSC_7715,100,0.02,35.0,22.0,182.9,90.0,0,0
107FARML,DSC_7716,100,0.02,35.0,22.0,189.5,88.7,0,0
107FARML,DSC_7717,100,0.025,31.0,22.0,145.7,90.3,0,0
107FARML,DSC_7718,100,0.03333333333333333,44.0,22.0,59.8,83.5,0,0
107FARML,DSC_7719,100,0.03333333333333333,44.0,22.0,67.2,84.1,0,0
107FARML,DSC_7720,100,0.03333333333333333,35.0,22.0,86.9,80.9,0,0
107FARML,DSC_7721,100,0.04,29.0,22.0,88.0,79.3,0,0
107FARML,DSC_7722,100,0.03333333333333333,38.0,22.0,118.9,81.5,0,0
107FARML,DSC_7723,100,0.03333333333333333,38.0,22.0,169.3,79.7,0,0
107FARML,DSC_7724,100,0.03333333333333333,38.0,22.0,96.8,88.7,0,0
107FARML,DSC_7725,100,0.02,116.0,22.0,80.8,86.6,0,0
107FARML,DSC_7726,100,0.025,116.0,22.0,54.7,87.7,0,0
107FARML,DSC_7727,100,0.025,116.0,22.0,105.2,82.7,0,0
107FARML,DSC_7728,100,0.025,116.0,22.0,104.5,87.6,0,0
107FARML,DSC_7729,100,0.025,100.0,22.0,51.6,79.1,0,0
107FARML,DSC_7730,100,0.025,100.0,22.0,85.7,83.2,0,0
107FARML,DSC_7731,1000,0.002,122.0,22.0,195.9,80.9,0,0
107FARML,DSC_7732,1000,0.002,122.0,22.0,194.7,83.3,0,0
107FARML,DSC_7733,1000,0.002,122.0,22.0,198.8,81.9,0,0
107FARML,DSC_7734,1000,0.002,122.0,22.0,197.5,82.3,0,0
107FARML,DSC_7735,1000,0.002,122.0,22.0,223.0,72.7,0,0
107FARML,DSC_7736,900,0.002,29.0,22.0,111.8,80.4,0,0
107FARML,DSC_7737,1000,0.002,22.0,22.0,123.5,79.9,0,0
107FARML,DSC_7738,1000,0.002,22.0,22.0,116.9,81.1,0,0
107FARML,DSC_7739,900,0.002,22.0,22.0,103.6,79.3,0,0
107FARML,DSC_7740,1000,0.002,22.0,22.0,115.6,78.8,0,0
107FARML,DSC_7741,1000,0.002,22.0,22.0,112.9,77.7,0,0
107FARML,DSC_7742,1000,0.002,23.0,22.0,120.2,79.5,0,0
107FARML,DSC_7743,500,0.004,27.0,22.0,155.1,84.5,0,0
107FARML,DSC_7744,500,0.004,27.0,22.0,156.4,84.0,0,0
107FARML,DSC_7745,450,0.004,27.0,22.0,122.1,85.2,0,0
107FARML,DSC_7746,450,0.004,27.0,22.0,121.9,85.3,0,0
107FARML,DSC_7747,450,0.004,27.0,22.0,121.3,84.5,0,0
107FARML,DSC_7748,450,0.004,23.0,22.0,117.6,82.4,0,0
107FARML,DSC_7749,1000,0.004,23.0,22.0,117.6,76.3,0,0
107FARML,DSC_7750,1100,0.004,23.0,22.0,136.2,80.1,0,0
107FARML,DSC_7751,1100,0.004,23.0,22.0,142.8,77.1,0,0
107FARML,DSC_7752,800,0.004,40.0,22.0,93.8,91.8,0,0
107FARML,DSC_7753,720,0.004,40.0,22.0,85.6,87.9,0,0
107FARML,DSC_7754,720,0.004,40.0,22.0,112.5,83.9,0,0
107FARML,DSC_7755,800,0.004,40.0,22.0,154.1,85.0,0,0
107FARML,DSC_7756,800,0.004,40.0,22.0,154.2,85.3,0,0
107FARML,DSC_7757,720,0.004,35.0,22.0,62.8,92.0,0,0
107FARML,DSC_7758,720,0.004,35.0,22.0,77.9,90.6,0,0
107FARML,DSC_7759,1000,0.004,23.0,22.0,127.0,81.5,0,0
107FARML,DSC_7760,500,0.004,27.0,22.0,130.6,84.3,0,0
107FARML,DSC_7761,560,0.004,27.0,22.0,154.2,86.8,0,0
107FARML,DSC_7762,560,0.004,32.0,22.0,132.4,89.5,0,0
107FARML,DSC_7763,500,0.004,100.0,22.0,17.3,101.2,0,0
107FARML,DSC_7764,500,0.004,86.0,22.0,26.6,99.9,0,0
107FARML,DSC_7765,500,0.004,86.0,22.0,27.6,97.4,0,0
107FARML,DSC_7766,640,0.004,86.0,22.0,45.1,100.1,0,0
107FARML,DSC_7767,500,0.004,116.0,22.0,17.0,99.4,0,0
107FARML,DSC_7768,500,0.004,116.0,22.0,14.4,97.3,0,0
107FARML,DSC_7769,720,0.004,116.0,22.0,29.5,104.8,0,0
107FARML,DSC_7770,640,0.004,80.0,22.0,41.4,96.9,0,0
107FARML,DSC_7771,640,0.004,70.0,22.0,49.7,88.4,0,0
107FARML,DSC_7772,560,0.004,100.0,22.0,94.6,90.4,0,0
107FARML,DSC_7773,640,0.004,80.0,22.0,150.9,82.7,0,0
107FARML,DSC_7774,500,0.004,86.0,22.0,254.4,93.8,0,0
107FARML,DSC_7775,1000,0.004,38.0,22.0,171.7,99.5,0,0
107FARML,DSC_7776,1100,0.004,40.0,22.0,151.4,101.6,0,0
107FARML,DSC_7777,1100,0.004,40.0,22.0,167.9,101.4,0,0
107FARML,DSC_7778,1100,0.004,40.0,22.0,173.5,101.1,0,0
107FARML,DSC_7779,1100,0.004,35.0,22.0,178.0,99.4,0,0
107FARML,DSC_7780,1100,0.004,35.0,22.0,177.2,100.5,0,0
107FARML,DSC_7781,1000,0.004,35.0,22.0,183.3,94.4,0,0
107FARML,DSC_7782,900,0.004,55.0,22.0,146.4,100.6,0,0
107FARML,DSC_7783,900,0.004,55.0,22.0,162.5,100.5,0,0
107FARML,DSC_7784,1000,0.004,58.0,22.0,180.5,105.0,0,0
107FARML,DSC_7785,1000,0.004,58.0,22.0,181.6,105.2,0,0
107FARML,DSC_7786,900,0.004,50.0,22.0,182.2,102.6,0,0
107FARML,DSC_7787,900,0.004,50.0,22.0,226.5,102.3,0,0
107FARML,DSC_7788,400,0.004,70.0,22.0,153.9,83.4,0,0
107FARML,DSC_7789,360,0.004,86.0,22.0,189.7,88.0,0,0
107FARML,DSC_7790,500,0.005,86.0,22.0,173.6,92.5,0,0
107FARML,DSC_7791,500,0.005,86.0,22.0,173.9,93.4,0,0
107FARML,DSC_7792,640,0.005,80.0,22.0,114.6,98.9,0,0
107FARML,DSC_7793,640,0.005,80.0,22.0,173.3,99.4,0,0
107FARML,DSC_7794,280,0.005,86.0,22.0,175.4,86.2,0,0
107FARML,DSC_7795,320,0.005,86.0,22.0,238.6,88.3,0,0
107FARML,DSC_7796,400,0.005,86.0,22.0,328.7,94.7,0,0
107FARML,DSC_7797,400,0.005,92.0,22.0,201.8,92.5,0,0
107FARML,DSC_7798,320,0.005,75.0,22.0,146.9,89.3,0,0
107FARML,DSC_7799,320,0.005,75.0,22.0,187.9,92.4,0,0
107FARML,DSC_7800,320,0.005,75.0,22.0,154.2,90.3,0,0
107FARML,DSC_7801,360,0.005,80.0,22.0,182.9,91.5,0,0
107FARML,DSC_7802,360,0.005,80.0,22.0,234.6,90.6,0,0
107FARML,DSC_7803,360,0.005,86.0,22.0,157.0,99.3,0,0
107FARML,DSC_7804,360,0.005,86.0,22.0,168.1,98.1,0,0
107FARML,DSC_7805,280,0.005,70.0,22.0,88.4,89.6,0,0
107FARML,DSC_7806,640,0.005,135.0,22.0,123.8,102.5,0,0
107FARML,DSC_7807,640,0.005,135.0,22.0,296.9,100.6,0,0
107FARML,DSC_7808,720,0.005,185.0,22.0,349.4,103.3,0,0
107FARML,DSC_7809,720,0.005,185.0,22.0,226.7,103.0,0,0
107FARML,DSC_7810,400,0.005,92.0,22.0,194.3,96.7,0,0
107FARML,DSC_7811,450,0.005,92.0,22.0,178.2,94.3,0,0
107FARML,DSC_7812,640,0.005,92.0,22.0,176.3,104.1,0,0
107FARML,DSC_7813,640,0.005,122.0,22.0,309.2,107.1,0,0
107FARML,DSC_7814,640,0.005,155.0,22.0,130.9,115.2,0,0
107FARML,DSC_7815,320,0.005,116.0,22.0,92.2,87.2,0,0
107FARML,DSC_7816,900,0.005,145.0,22.0,477.0,101.9,0,0
107FARML,DSC_7817,320,0.008,135.0,22.0,307.5,104.1,0,0
107FARML,DSC_7818,250,0.008,70.0,22.0,123.1,92.5,0,0
107FARML,_DSC5707,1100,0.0004,50.0,9.0,1113.5,86.0,0,0
107FARML,_DSC5708,1100,0.0004,50.0,9.0,1063.2,81.2,0,0
107FARML,_DSC5709,100,0.0003125,50.0,1.8,61.7,107.5,0,0
107FARML,_DSC5710,100,0.0003125,50.0,1.8,63.1,107.8,0,0
107FARML,_DSC5711,100,0.0008,50.0,1.8,19.7,139.3,0,0
107FARML,_DSC5712,100,0.0008,50.0,1.8,20.0,135.1,0,0
107FARML,_DSC5713,100,0.0008,50.0,1.8,19.4,137.5,0,0
107FARML,_DSC5714,100,0.0004,50.0,1.8,213.3,135.0,0,0
107FARML,_DSC5715,100,0.0004,50.0,1.8,208.9,128.7,0,0
107FARML,_DSC5716,100,0.0004,50.0,1.8,217.1,124.9,0,0
107FARML,_DSC5717,140,0.0004,50.0,1.8,33.1,119.1,0,0
107FARML,_DSC5718,140,0.0004,50.0,1.8,20.3,119.0,0,0
107FARML,_DSC5719,140,0.0004,50.0,1.8,23.5,118.9,0,0
107FARML,_DSC5720,140,0.0004,50.0,1.8,22.4,119.6,0,0
107FARML,_DSC5721,140,0.0004,50.0,1.8,31.2,119.6,0,0
108BOTAN,_DSC5723,1000,0.0004,50.0,1.8,10.3,145.2,0,0
108BOTAN,_DSC5724,1000,0.0004,50.0,1.8,10.8,141.3,0,0
108BOTAN,_DSC5725,200,0.0004,50.0,1.8,22.4,121.8,0,0
108BOTAN,_DSC5726,180,0.0004,50.0,1.8,18.4,109.6,0,0
108BOTAN,_DSC5727,160,0.0004,50.0,1.8,36.6,103.7,0,0
108BOTAN,_DSC5728,220,0.0004,50.0,1.8,24.3,124.1,0,0
108BOTAN,_DSC5729,400,0.0004,50.0,1.8,17.0,127.3,0,0
108BOTAN,_DSC5730,100,0.0004,50.0,1.8,12.6,100.2,0,0
108BOTAN,_DSC5731,100,0.0004,50.0,1.8,11.6,95.5,0,0
108BOTAN,_DSC5732,100,0.0004,50.0,1.8,11.3,95.8,0,0
108BOTAN,_DSC5733,100,0.0004,50.0,1.8,12.0,96.1,0,0
108BOTAN,_DSC5734,110,0.0004,50.0,1.8,8.6,98.3,0,0
108BOTAN,_DSC5735,100,0.00025,50.0,1.8,21.0,101.8,0,0
108BOTAN,_DSC5736,100,0.00025,50.0,1.8,182.6,122.4,0,0
108BOTAN,_DSC5737,100,0.00025,50.0,1.8,183.2,114.2,0,0
108BOTAN,_DSC5738,100,0.00025,50.0,1.8,178.0,113.4,0,0
108BOTAN,_DSC5739,100,0.0003125,50.0,1.8,164.2,126.0,0,0
108BOTAN,_DSC5740,100,0.0003125,50.0,1.8,166.4,126.1,0,0
108BOTAN,_DSC5741,100,0.0003125,50.0,1.8,169.3,125.4,0,0
108BOTAN,_DSC5742,100,0.005,50.0,1.8,1222.9,91.0,0,0
108BOTAN,_DSC5743,100,0.005,50.0,1.8,1252.3,92.7,0,0
108BOTAN,_DSC5744,100,0.005,50.0,1.8,1547.4,96.0,0,0
108BOTAN,_DSC5745,100,0.005,50.0,1.8,1748.8,96.9,0,0
108BOTAN,_DSC5746,100,0.005,50.0,1.8,1135.7,99.6,0,0
108BOTAN,_DSC5747,100,0.003125,50.0,1.8,1400.4,68.7,0,0
108BOTAN,_DSC5748,100,0.003125,50.0,1.8,1475.9,69.8,0,0
108BOTAN,_DSC5749,100,0.003125,50.0,1.8,1307.2,70.7,0,0
108BOTAN,_DSC5750,100,0.003125,50.0,1.8,1422.6,72.2,0,0
108BOTAN,_DSC5751,100,0.003125,50.0,1.8,1426.1,71.0,0,0
108BOTAN,_DSC5752,100,0.003125,50.0,1.8,656.8,74.7,0,0
108BOTAN,_DSC5753,100,0.0025,50.0,1.8,1784.7,68.4,0,0
108BOTAN,_DSC5754,100,0.0025,50.0,1.8,1830.0,69.4,0,0
108BOTAN,_DSC5755,100,0.0025,50.0,1.8,1708.3,65.2,0,0
108BOTAN,_DSC5756,100,0.0025,50.0,1.8,1739.3,67.5,0,0
108BOTAN,_DSC5757,100,0.003125,50.0,1.8,1356.8,73.7,0,0
108BOTAN,_DSC5758,100,0.003125,50.0,1.8,1436.2,73.3,0,0
108BOTAN,_DSC5759,100,0.003125,50.0,1.8,1466.5,73.2,0,0
108BOTAN,_DSC5760,100,0.003125,50.0,1.8,1405.8,73.5,0,0
108BOTAN,_DSC5761,100,0.003125,50.0,1.8,1458.0,73.9,0,0
108BOTAN,_DSC5762,100,0.003125,50.0,1.8,1454.1,73.8,0,0
108BOTAN,_DSC5763,100,0.003125,50.0,1.8,1333.8,75.5,0,0
108BOTAN,_DSC5764,110,0.016666666666666666,50.0,5.0,1464.0,68.2,0,0
108BOTAN,_DSC5765,110,0.016666666666666666,50.0,5.0,1267.3,74.5,0,0
108BOTAN,_DSC5766,110,0.016666666666666666,50.0,5.0,1626.0,70.0,0,0
108BOTAN,_DSC5767,110,0.016666666666666666,50.0,5.0,2618.6,73.7,0,0
108BOTAN,_DSC5768,110,0.016666666666666666,50.0,5.0,2051.9,74.0,0,0
108BOTAN,_DSC5769,110,0.016666666666666666,50.0,5.0,2439.8,73.3,0,0
108BOTAN,_DSC5770,110,0.016666666666666666,50.0,5.0,1853.1,73.7,0,0
108BOTAN,_DSC5771,110,0.016666666666666666,50.0,5.0,1300.3,75.8,0,0
108BOTAN,_DSC5772,110,0.016666666666666666,50.0,5.0,1579.9,78.8,0,0
108BOTAN,_DSC5773,560,0.016666666666666666,50.0,11.0,1374.9,63.6,0,0
108BOTAN,_DSC5774,560,0.016666666666666666,50.0,11.0,1063.2,68.7,0,0
108BOTAN,_DSC5775,560,0.016666666666666666,50.0,11.0,1763.6,66.4,0,0
108BOTAN,_DSC5776,560,0.016666666666666666,50.0,11.0,1974.5,69.5,0,0
108BOTAN,_DSC5777,560,0.016666666666666666,50.0,11.0,1799.4,69.1,0,0
108BOTAN,_DSC5778,560,0.016666666666666666,50.0,11.0,2062.6,68.3,0,0
108BOTAN,_DSC5779,560,0.016666666666666666,50.0,11.0,1315.1,69.8,0,0
108BOTAN,_DSC5780,560,0.016666666666666666,50.0,11.0,2059.1,69.9,0,0
108BOTAN,_DSC5781,560,0.016666666666666666,50.0,11.0,1591.5,69.4,0,0
108BOTAN,_DSC5782,560,0.016666666666666666,50.0,11.0,2271.7,71.3,0,0
108BOTAN,_DSC5783,800,0.02,50.0,16.0,337.2,61.9,0,0
108BOTAN,_DSC5784,800,0.02,50.0,16.0,607.2,61.0,0,0
108BOTAN,_DSC5785,800,0.02,50.0,16.0,772.9,60.9,0,0
108BOTAN,_DSC5786,800,0.02,50.0,16.0,1337.6,60.5,0,0
108BOTAN,_DSC5787,800,0.02,50.0,16.0,1350.4,60.4,0,0
108BOTAN,_DSC5788,800,0.02,50.0,16.0,1049.8,59.3,0,0
108BOTAN,_DSC5789,800,0.02,50.0,16.0,643.5,62.0,0,0
108BOTAN,_DSC5790,800,0.02,50.0,16.0,1477.4,55.4,0,0
108BOTAN,_DSC5791,800,0.02,50.0,16.0,1448.2,59.7,0,0
108BOTAN,_DSC5792,800,0.02,50.0,16.0,1616.5,62.8,0,0
108BOTAN,_DSC5793,800,0.02,50.0,16.0,83.8,68.0,0,0
108BOTAN,_DSC5794,800,0.025,50.0,16.0,705.0,68.0,0,0
108BOTAN,_DSC5795,800,0.02,50.0,16.0,481.0,72.2,0,0
108BOTAN,_DSC5796,800,0.02,50.0,16.0,1006.7,70.8,0,0
108BOTAN,_DSC5797,800,0.025,50.0,16.0,1444.5,60.7,0,0
108BOTAN,_DSC5798,800,0.025,50.0,16.0,721.8,62.0,0,0
108BOTAN,_DSC5799,800,0.04,50.0,16.0,170.4,80.3,0,0
108BOTAN,_DSC5800,800,0.025,50.0,16.0,1035.9,68.1,0,0
108BOTAN,_DSC5801,800,0.025,50.0,16.0,789.3,67.9,0,0
108BOTAN,_DSC5802,800,0.02,50.0,16.0,1318.8,60.6,0,0
108BOTAN,_DSC5803,800,0.02,50.0,16.0,1146.8,59.6,0,0
108BOTAN,_DSC5804,800,0.02,50.0,16.0,1180.1,61.5,0,0
108BOTAN,_DSC5805,800,0.02,50.0,16.0,374.6,148.5,0,0
108BOTAN,_DSC5806,100,0.002,50.0,1.8,446.1,120.4,0,0
108BOTAN,_DSC5807,100,0.002,50.0,1.8,457.2,119.7,0,0
108BOTAN,_DSC5808,100,0.002,50.0,1.8,452.1,120.2,0,0
108BOTAN,_DSC5809,100,0.002,50.0,1.8,450.7,120.1,0,0
108BOTAN,_DSC5810,100,0.002,50.0,1.8,459.3,120.2,0,0
108BOTAN,_DSC5811,100,0.002,50.0,1.8,438.4,120.3,0,0
108BOTAN,_DSC5812,100,0.002,50.0,1.8,449.2,120.2,0,0
108BOTAN,_DSC5813,100,0.002,50.0,1.8,447.5,120.0,0,0
108BOTAN,_DSC5814,100,0.002,50.0,1.8,454.4,120.1,0,0
108BOTAN,_DSC5815,100,0.002,50.0,1.8,456.1,120.4,0,0
108BOTAN,_DSC5816,100,0.002,50.0,1.8,446.6,120.1,0,0
108BOTAN,_DSC5817,100,0.002,50.0,1.8,649.2,105.4,0,0
108BOTAN,_DSC5818,100,0.002,50.0,1.8,635.7,106.9,0,0
108BOTAN,_DSC5819,100,0.002,50.0,1.8,644.8,107.8,0,0
108BOTAN,_DSC5820,100,0.002,50.0,1.8,642.5,108.7,0,0
108BOTAN,_DSC5821,100,0.002,50.0,1.8,635.5,109.9,0,0
108BOTAN,_DSC5822,100,0.002,50.0,1.8,657.2,108.1,0,0
108BOTAN,_DSC5823,100,0.002,50.0,1.8,296.1,119.5,0,0
108BOTAN,_DSC5824,100,0.002,50.0,1.8,302.8,118.9,0,0
108BOTAN,_DSC5825,100,0.002,50.0,1.8,306.3,121.4,0,0
108BOTAN,_DSC5826,100,0.002,50.0,1.8,291.8,121.5,0,0
108BOTAN,_DSC5827,100,0.002,50.0,1.8,305.3,121.3,0,0
108BOTAN,_DSC5828,100,0.002,50.0,1.8,302.9,119.0,0,0
108BOTAN,_DSC5829,100,0.002,50.0,1.8,298.6,117.6,0,0
108BOTAN,_DSC5830,100,0.002,50.0,1.8,302.7,117.8,0,0
108BOTAN,_DSC5831,100,0.002,50.0,1.8,300.1,117.8,0,0
108BOTAN,_DSC5832,100,0.002,50.0,1.8,309.7,121.5,0,0
108BOTAN,_DSC5833,100,0.002,50.0,1.8,310.4,120.1,0,0
108BOTAN,_DSC5834,100,0.002,50.0,1.8,307.1,117.3,0,0
108BOTAN,_DSC5835,100,0.002,50.0,1.8,294.9,116.3,0,0
108BOTAN,_DSC5836,100,0.002,50.0,1.8,748.2,125.7,0,0
108BOTAN,_DSC5837,100,0.0025,50.0,1.8,489.9,128.0,0,0
108BOTAN,_DSC5838,100,0.0025,50.0,1.8,472.8,128.8,0,0
108BOTAN,_DSC5839,100,0.002,50.0,1.8,495.0,124.8,0,0
108BOTAN,_DSC5840,100,0.002,50.0,1.8,482.4,125.4,0,0
108BOTAN,_DSC5841,100,0.002,50.0,1.8,507.3,120.7,0,0
108BOTAN,_DSC5842,100,0.002,50.0,1.8,439.9,120.2,0,0
108BOTAN,_DSC5843,100,0.002,50.0,1.8,523.1,120.3,0,0
108BOTAN,_DSC5844,100,0.002,50.0,1.8,477.4,122.0,0,0
108BOTAN,_DSC5845,100,0.002,50.0,1.8,516.3,126.7,0,0
108BOTAN,_DSC5846,100,0.002,50.0,1.8,504.6,127.6,0,0
108BOTAN,_DSC5847,100,0.002,50.0,1.8,508.3,127.6,0,0
108BOTAN,_DSC5848,100,0.002,50.0,1.8,493.7,128.0,0,0
108BOTAN,_DSC5849,100,0.002,50.0,1.8,485.0,127.6,0,0
108BOTAN,_DSC5850,100,0.002,50.0,1.8,420.9,127.5,0,0
108BOTAN,_DSC5851,100,0.0015625,50.0,1.8,255.9,114.4,0,0
108BOTAN,_DSC5852,100,0.0015625,50.0,1.8,266.5,113.3,0,0
108BOTAN,_DSC5853,100,0.0015625,50.0,1.8,265.8,112.2,0,0
108BOTAN,_DSC5854,100,0.0015625,50.0,1.8,263.8,111.8,0,0
108BOTAN,_DSC5855,100,0.0015625,50.0,1.8,264.0,111.7,0,0
108BOTAN,_DSC5856,100,0.0015625,50.0,1.8,265.8,111.6,0,0
108BOTAN,_DSC5857,100,0.0015625,50.0,1.8,263.7,110.9,0,0
108BOTAN,_DSC5858,100,0.0015625,50.0,1.8,263.9,111.0,0,0
108BOTAN,_DSC5859,100,0.0015625,50.0,1.8,266.6,110.6,0,0
108BOTAN,_DSC5860,100,0.0015625,50.0,1.8,264.1,109.6,0,0
108BOTAN,_DSC5861,100,0.0015625,50.0,1.8,270.9,114.1,0,0
108BOTAN,_DSC5862,100,0.0015625,50.0,1.8,309.4,114.8,0,0
108BOTAN,_DSC5863,100,0.0015625,50.0,1.8,340.0,114.2,0,0
108BOTAN,_DSC5864,100,0.0015625,50.0,1.8,338.7,114.5,0,0
108BOTAN,_DSC5865,100,0.0015625,50.0,1.8,336.7,114.3,0,0
